pmid,year
736548,1978
1200628,1975
1368294,1992
1547947,1992
1750690,1991
2324705,1990
2821351,1987
3025335,1986
3580375,1987
4056738,1985
4074498,1985
5575565,1971
6250945,1980
6400757,1983
6432781,1984
6745436,1984
7424065,1980
7582009,1995
8234485,1993
8763967,1996
8973353,1996
11899467,2001
14597013,2003
16124774,2005
16345345,1979
18488260,2008
28276307,2017
28382471,2017
29705162,2018
32274558,2020
33159614,2020
33999791,2021
38698962,2024
39468183,2024
736548,1978
1200628,1975
1368294,1992
1547947,1992
1750690,1991
2324705,1990
2821351,1987
3025335,1986
3580375,1987
4056738,1985
4074498,1985
5575565,1971
6250945,1980
6400757,1983
6432781,1984
6745436,1984
7424065,1980
7582009,1995
8234485,1993
8763967,1996
8973353,1996
11899467,2001
14597013,2003
16124774,2005
16345345,1979
18488260,2008
28276307,2017
28382471,2017
29705162,2018
32274558,2020
33159614,2020
33999791,2021
38698962,2024
39468183,2024
