pmid,year
10843069,2000
12574246,2003
15143031,2004
15365010,2004
15535967,2004
15693824,2005
17515244,2007
17588235,2008
18273521,2008
19602923,2009
19940746,2010
21153041,2011
21779790,2012
21957450,2011
22796060,2012
22842223,2012
22995714,2012
23163140,2012
23399044,2013
23467598,2013
23475477,2013
23483615,2013
23659597,2013
23714165,2013
23737977,2013
23872448,2016
24041039,2013
24162636,2013
24263080,2013
24273942,2013
24401860,2014
24533971,2014
24568756,2014
24657864,2014
24951810,2014
25147233,2014
25311638,2014
25581469,2016
25664502,2015
25809116,2015
25898134,2015
26120454,2013
26191508,2015
26256880,2015
26430041,2015
26484045,2015
26607938,2016
26906191,2016
27008920,2016
27193835,2016
27469368,2016
27606659,2016
28070022,2017
28082174,2017
28194750,2017
28293681,2024
28480145,2017
28500338,2017
28740343,2017
29121069,2017
29149111,2017
29233117,2017
29250055,2017
29286019,2017
29549283,2018
29559113,2018
29603593,2018
29643500,2018
29695623,2018
29808701,2019
29946643,2018
30505943,2020
30528912,2019
30825249,2019
30857551,2019
30882384,2019
30919073,2019
30949531,2019
31097786,2019
31199220,2019
31326608,2019
31408742,2019
31452955,2019
31651638,2020
31725203,2020
31832691,2020
32004163,2018
32039336,2020
32166635,2020
32170059,2020
32341761,2020
32345739,2020
32448911,2021
32529471,2020
32604855,2020
32637029,2020
32640977,2020
32654260,2021
33113896,2020
33123499,2020
33262382,2020
33356775,2021
33434014,2021
33447816,2020
33462004,2021
33634320,2021
33642434,2021
33902467,2021
34196842,2021
34210038,2021
34211637,2021
34248876,2021
34294722,2021
34361885,2021
34394024,2021
34482094,2021
34490138,2021
34588194,2022
34683856,2021
34712209,2021
34867042,2021
35024091,2022
35074976,2022
35116012,2021
35222330,2022
35411293,2022
35467392,2022
35521214,2022
35615499,2022
35649260,2022
35672890,2022
35707549,2022
35800387,2022
35856995,2022
35932398,2022
35993719,2022
36060739,2022
36147601,2022
36173909,2022
36421212,2022
36431317,2022
36475560,2023
36557748,2022
36620010,2022
36824435,2023
36826189,2023
36831176,2023
36889412,2023
36975359,2023
36983902,2023
37010413,2023
37065117,2023
37139282,2023
37139600,2023
37168857,2023
37410793,2023
37520742,2022
37566076,2023
37590197,2023
37615262,2023
37753696,2023
37795170,2023
38015535,2023
38378690,2024
38652457,2024
38765854,2024
38821186,2024
38867204,2024
39047017,2024
39091676,2024
39201258,2024
39203357,2024
39328287,2024
39390025,2024
39416816,2024
39560386,2024
10843069,2000
12574246,2003
15143031,2004
15365010,2004
15535967,2004
15693824,2005
17515244,2007
17588235,2008
18273521,2008
19602923,2009
19940746,2010
21153041,2011
21779790,2012
21957450,2011
22796060,2012
22842223,2012
22995714,2012
23163140,2012
23399044,2013
23467598,2013
23475477,2013
23483615,2013
23659597,2013
23714165,2013
23737977,2013
23872448,2016
24041039,2013
24162636,2013
24263080,2013
24273942,2013
24401860,2014
24533971,2014
24568756,2014
24657864,2014
24951810,2014
25147233,2014
25311638,2014
25581469,2016
25664502,2015
25809116,2015
25898134,2015
26120454,2013
26191508,2015
26256880,2015
26430041,2015
26484045,2015
26607938,2016
26906191,2016
27008920,2016
27193835,2016
27469368,2016
27606659,2016
28070022,2017
28082174,2017
28194750,2017
28293681,2024
28480145,2017
28500338,2017
28740343,2017
29121069,2017
29149111,2017
29233117,2017
29250055,2017
29254034,2018
29286019,2017
29549283,2018
29559113,2018
29603593,2018
29643500,2018
29695623,2018
29808701,2019
29946643,2018
30505943,2020
30528912,2019
30825249,2019
30857551,2019
30882384,2019
30919073,2019
30949531,2019
31097786,2019
31199220,2019
31326608,2019
31408742,2019
31452955,2019
31651638,2020
31725203,2020
31832691,2020
31916112,2021
32004163,2018
32039336,2020
32166635,2020
32170059,2020
32341761,2020
32345739,2020
32448911,2021
32529471,2020
32604855,2020
32637029,2020
32640977,2020
32654260,2021
33113896,2020
33123499,2020
33262382,2020
33356775,2021
33405391,2021
33434014,2021
33447816,2020
33462004,2021
33590984,2021
33634320,2021
33642434,2021
33902467,2021
34196842,2021
34210038,2021
34211637,2021
34248876,2021
34294722,2021
34361885,2021
34394024,2021
34482094,2021
34490138,2021
34588194,2022
34683856,2021
34712209,2021
34867042,2021
35024091,2022
35074976,2022
35116012,2021
35222330,2022
35411293,2022
35467392,2022
35521214,2022
35615499,2022
35649260,2022
35672890,2022
35707549,2022
35800387,2022
35856995,2022
35932398,2022
35993719,2022
36060739,2022
36147601,2022
36173909,2022
36421212,2022
36431317,2022
36475560,2023
36557748,2022
36620010,2022
36824435,2023
36826189,2023
36831176,2023
36889412,2023
36975359,2023
36983902,2023
37010413,2023
37065117,2023
37139282,2023
37139600,2023
37168857,2023
37410793,2023
37520742,2022
37566076,2023
37590197,2023
37615262,2023
37753696,2023
37795170,2023
37796891,2023
37958131,2023
38015535,2023
38378690,2024
38652457,2024
38765854,2024
38821186,2024
38867204,2024
39030381,2024
39047017,2024
39091676,2024
39201258,2024
39203357,2024
39328287,2024
39390025,2024
39416816,2024
39560386,2024
