pmid,year
10937496,2000
11429467,2001
11679336,2001
11760952,2001
14732492,2004
16217655,2006
17277963,2007
17768251,2007
17967532,2008
19674858,2009
20647065,2010
21481308,2011
22362519,2012
23132344,2013
23298765,2013
23958081,2013
24285650,2013
25087740,2014
26318847,2016
26597485,2016
26764423,2016
26915224,2015
27372652,2016
27459906,2016
28365341,2017
29536872,2018
29983741,2018
30275904,2018
30696769,2019
30809274,2019
31216841,2019
31950445,2020
33062052,2020
35087227,2022
36090083,2022
10937496,2000
11429467,2001
11679336,2001
11760952,2001
14732492,2004
16217655,2006
17277963,2007
17768251,2007
17967532,2008
19674858,2009
20647065,2010
21481308,2011
22362519,2012
23132344,2013
23298765,2013
23958081,2013
24285650,2013
25087740,2014
26318847,2016
26597485,2016
26764423,2016
26915224,2015
27372652,2016
27459906,2016
28286553,2017
28365341,2017
29536872,2018
29983741,2018
30275904,2018
30696769,2019
30809274,2019
31216841,2019
31950445,2020
33062052,2020
35087227,2022
36090083,2022
