pmid,year
18385355,2008
18599699,2008
18600039,2008
18838186,2008
21054894,2010
21073065,2010
22986985,2013
23967229,2013
28439036,2017
28910350,2017
28937735,2017
31726192,2020
31765515,2020
32291300,2020
32626372,2019
32688172,2020
33125241,2021
33279561,2021
33318011,2021
34461447,2021
38213415,2024
18385355,2008
18599699,2008
18600039,2008
18838186,2008
21054894,2010
21073065,2010
22986985,2013
23967229,2013
28439036,2017
28910350,2017
28937735,2017
31726192,2020
31765515,2020
32291300,2020
32626372,2019
32688172,2020
33125241,2021
33279561,2021
33318011,2021
34461447,2021
38213415,2024
