pmid,year
9734028,1998
11976089,2002
12148633,2002
18060449,2008
18997853,2008
19734660,2009
20173075,2010
20412629,2010
21104080,2011
21357489,2011
22446311,2012
22806111,2012
23190162,2013
23264499,2013
23642186,2013
23893311,2014
25052400,2014
25829331,2015
26202846,2015
26842896,2016
26925294,2016
27762425,2016
29138628,2017
29853508,2018
29998033,2018
30465324,2019
31289903,2019
31828408,2020
32108149,2020
33554275,2021
34917058,2021
35409708,2022
36166126,2023
36518501,2022
36619990,2022
36657578,2023
36838327,2023
38217254,2024
38995183,2024
39321593,2024
9734028,1998
11976089,2002
12148633,2002
18060449,2008
18997853,2008
19734660,2009
20173075,2010
20412629,2010
21104080,2011
21357489,2011
22446311,2012
22806111,2012
23190162,2013
23264499,2013
23642186,2013
23893311,2014
25052400,2014
25829331,2015
26202846,2015
26842896,2016
26925294,2016
27762425,2016
29138628,2017
29853508,2018
29998033,2018
30465324,2019
31289903,2019
31828408,2020
32108149,2020
33554275,2021
34917058,2021
35409708,2022
36166126,2023
36518501,2022
36619990,2022
36657578,2023
36838327,2023
38217254,2024
38995183,2024
39321593,2024
