pmid,year
19244423,2009
21903289,2011
23275508,2013
25704705,2015
25769838,2015
26848948,2016
27365351,2016
27870985,2017
28237188,2017
30680590,2019
31384676,2019
32131833,2020
32679320,2020
33436213,2021
33613914,2020
33616697,2021
34437751,2021
35150230,2022
36271931,2022
37689895,2023
37689952,2023
38257935,2024
39252023,2024
19244423,2009
21903289,2011
23275508,2013
25704705,2015
25769838,2015
26848948,2016
27365351,2016
27870985,2017
28237188,2017
30680590,2019
31384676,2019
32131833,2020
32679320,2020
33436213,2021
33613914,2020
33616697,2021
34437751,2021
35150230,2022
36271931,2022
37689895,2023
37689952,2023
38257935,2024
39252023,2024
