pmid,year
12970344,2003
15062085,2004
15456406,2005
20213521,2010
20376150,2010
20383011,2010
20681629,2010
20686828,2011
21047531,2011
21332624,2011
22127121,2011
22513138,2012
22778272,2012
23782694,2013
24337571,2014
25261522,2014
25483365,2015
25548051,2015
25664729,2015
25664732,2015
26959085,2016
27768819,2016
28205313,2017
28736039,2017
28935603,2017
28983288,2017
29030427,2017
29162826,2017
29991081,2018
30128580,2018
30315603,2019
30341165,2018
30846563,2019
32075368,2020
32514311,2020
32519168,2020
32523130,2020
32585009,2020
32671046,2020
32763401,2020
32876074,2020
33912144,2021
34184062,2021
34621253,2021
35561127,2022
35589967,2022
36005509,2022
36502283,2023
36881117,2023
37985065,2024
38598094,2024
39022920,2024
12970344,2003
15062085,2004
15456406,2005
20213521,2010
20376150,2010
20383011,2010
20681629,2010
20686828,2011
21047531,2011
21332624,2011
22127121,2011
22513138,2012
22778272,2012
23782694,2013
24337571,2014
25261522,2014
25483365,2015
25548051,2015
25664729,2015
25664732,2015
26959085,2016
27768819,2016
28205313,2017
28736039,2017
28935603,2017
28983288,2017
29030427,2017
29162826,2017
29991081,2018
30128580,2018
30315603,2019
30341165,2018
30846563,2019
32075368,2020
32514311,2020
32519168,2020
32523130,2020
32585009,2020
32671046,2020
32763401,2020
32876074,2020
33912144,2021
34184062,2021
34621253,2021
35561127,2022
35589967,2022
36005509,2022
36502283,2023
36881117,2023
37985065,2024
38598094,2024
39022920,2024
