pmid,year
16902041,2006
24899658,2014
29483940,2018
31558976,2019
31633480,2020
31805145,2019
32582143,2020
32585997,2020
32714309,2020
33255677,2020
33369019,2021
33926968,2022
33979121,2021
34627749,2021
35019688,2022
36107983,2022
36564713,2022
36858951,2023
37065129,2023
37197440,2023
37400907,2023
37430374,2023
37951857,2023
38218318,2024
38506520,2024
38723828,2024
39228354,2024
39237540,2024
39414067,2024
39500011,2024
39519432,2024
39548551,2024
16902041,2006
24899658,2014
29483940,2018
31558976,2019
31633480,2020
31805145,2019
32582143,2020
32585997,2020
32714309,2020
33255677,2020
33369019,2021
33926968,2022
33979121,2021
34627749,2021
35019688,2022
36107983,2022
36564713,2022
36858951,2023
37065129,2023
37197440,2023
37400907,2023
37430374,2023
37951857,2023
38218318,2024
38506520,2024
38723828,2024
39228354,2024
39237540,2024
39414067,2024
39500011,2024
39519432,2024
39548551,2024
