pmid,year
19783614,2010
20601492,2011
28621106,2017
36318350,2022
38029198,2023
706813,1978
879933,1977
1987925,1991
2511230,1989
3168592,1988
3458927,1986
8071682,1994
9582584,1998
10919584,2000
15881802,2005
16946311,2006
17218581,2007
19783614,2010
20601492,2011
21421489,2011
22399173,2012
25006241,2014
25242777,2014
26107350,2015
26313278,2015
28621106,2017
28859954,2017
28879444,2018
28937920,2017
29376930,2016
30323038,2019
31162731,2019
31549427,2019
32075204,2020
33062385,2020
33799556,2021
36318350,2022
36966331,2023
38029198,2023
