pmid,year
9336924,1997
10997832,2000
11155981,2000
11348001,2001
12452960,2002
12781953,2003
14509353,2003
15123310,2004
15388703,2004
16562378,2005
18413319,2008
18422955,2008
19055626,2009
19570633,2009
19602093,2009
20080230,2010
21377659,2011
23107502,2012
23595053,2013
23890674,2013
25803299,2015
26092555,2015
26875750,2016
26934994,2016
26971634,2016
27046480,2016
28451946,2017
28951073,2018
29245137,2018
29808450,2018
29903823,2018
30105821,2018
30179147,2019
34758122,2022
35202155,2022
35414073,2022
35646727,2022
9336924,1997
10997832,2000
11155981,2000
11348001,2001
12452960,2002
12781953,2003
14509353,2003
15123310,2004
15388703,2004
16562378,2005
18413319,2008
18422955,2008
19055626,2009
19570633,2009
19602093,2009
20080230,2010
21377659,2011
23107502,2012
23595053,2013
23890674,2013
25706737,2015
25803299,2015
26092555,2015
26875750,2016
26934994,2016
26971634,2016
27046480,2016
28451946,2017
28951073,2018
29245137,2018
29808450,2018
29903823,2018
30105821,2018
30179147,2019
34758122,2022
35202155,2022
35414073,2022
35646727,2022
