pmid,year
7506088,1994
7533594,1994
7547905,1995
7559566,1995
7589500,1995
7819244,1995
7926041,1994
8300574,1994
8534672,1995
8598273,1996
8647253,1996
8879238,1996
8999844,1997
9119002,1997
9286973,1997
9303322,1997
9718296,1998
9761896,1998
10074337,1999
10103066,1999
10319477,1999
10563807,1999
10625444,1999
10880364,2000
11313347,2001
11343129,2001
11356065,2001
11406579,2001
11418098,2001
11509374,2001
11673627,2001
11790744,2002
12039713,2002
12052682,2002
12054255,2002
12081951,2002
12437360,2002
12464624,2003
12615351,2003
12664193,2003
12745254,2003
12788703,2003
12963024,2003
13130021,2003
14617630,2004
15056899,2004
15126475,2004
15126476,2004
15155756,2004
15347641,2004
15629659,2005
15824317,2005
15932979,2005
15948946,2005
15948965,2005
16139787,2005
16143923,2005
16166689,2005
16228472,2000
16303089,2005
16551123,2006
16957114,2006
17178720,2007
17428435,2007
17530778,2007
17551046,2007
17905581,2008
18295896,2008
18479441,2008
19136077,2009
19697907,2009
19820094,2009
20335164,2010
20363758,2010
20400563,2010
20887710,2011
21055386,2011
21590288,2011
22305913,2012
22628496,2012
22689232,2012
23448658,2013
23520142,2013
23989975,2014
24271822,1996
24941957,2014
25060412,2015
25080366,2014
25145217,2014
25471928,2015
25479613,2014
25521132,2014
26005435,2015
26030916,2015
26232748,2015
26396241,2015
26481619,2016
27274029,2016
28040468,2017
28685171,2018
28904251,2017
29150446,2018
29962155,2018
30459190,2018
30897684,1996
30968274,2019
31406647,2019
31446081,2019
31730031,2020
31766298,2019
32469391,2020
32558268,2020
32558275,2020
32582041,2020
33602575,2021
33731920,2021
34466779,2021
34791351,2021
35527501,2022
35995915,2022
37001154,2023
37458582,2023
37887056,2023
37903000,2023
38959527,2024
39595605,2024
7506088,1994
7533594,1994
7547905,1995
7559566,1995
7589500,1995
7819244,1995
7926041,1994
8300574,1994
8534672,1995
8598273,1996
8647253,1996
8879238,1996
8999844,1997
9119002,1997
9286973,1997
9303322,1997
9718296,1998
9761896,1998
10074337,1999
10103066,1999
10319477,1999
10563807,1999
10625444,1999
10880364,2000
11313347,2001
11343129,2001
11356065,2001
11406579,2001
11418098,2001
11509374,2001
11673627,2001
11790744,2002
12039713,2002
12052682,2002
12054255,2002
12081951,2002
12437360,2002
12464624,2003
12615351,2003
12664193,2003
12745254,2003
12788703,2003
12963024,2003
13130021,2003
14617630,2004
15056899,2004
15126475,2004
15126476,2004
15155756,2004
15347641,2004
15629659,2005
15824317,2005
15932979,2005
15948946,2005
15948965,2005
16139787,2005
16143923,2005
16166689,2005
16228472,2000
16303089,2005
16551123,2006
16957114,2006
17178720,2007
17428435,2007
17530778,2007
17551046,2007
17905581,2008
18295896,2008
18479441,2008
19136077,2009
19697907,2009
19820094,2009
20335164,2010
20363758,2010
20400563,2010
20887710,2011
21055386,2011
21590288,2011
22305913,2012
22628496,2012
22689232,2012
23448658,2013
23520142,2013
23989975,2014
24271822,1996
24941957,2014
25060412,2015
25080366,2014
25145217,2014
25471928,2015
25479613,2014
25521132,2014
26005435,2015
26030916,2015
26232748,2015
26396241,2015
26481619,2016
27274029,2016
28040468,2017
28685171,2018
28904251,2017
29150446,2018
29962155,2018
30459190,2018
30897684,1996
30968274,2019
31406647,2019
31446081,2019
31730031,2020
31766298,2019
32469391,2020
32558268,2020
32558275,2020
32582041,2020
33602575,2021
33731920,2021
34466779,2021
34791351,2021
35527501,2022
35995915,2022
37001154,2023
37458582,2023
37887056,2023
37903000,2023
38959527,2024
39595605,2024
