pmid,year
7859717,1995
9133316,1997
9531628,1998
9758771,1998
9801772,1998
9925616,1999
9990725,1998
10543796,1999
10696878,2000
11133435,2001
11392482,2001
11456173,2001
11496001,2001
11816974,2001
12732557,2003
12788718,2003
14509699,2003
14602652,2003
14994172,2004
16238731,2005
16395553,2006
17163029,2006
17186207,2007
17991028,2007
18390676,2008
18439820,2008
19353865,2009
19452213,2009
20110168,2010
21185449,2011
21470297,2011
21514081,2011
21769859,2011
21868805,2011
21956665,2011
22279925,2011
22562996,2012
23665689,2013
23925194,2013
24680388,2014
24681301,2014
24777776,2014
25336720,2015
26143273,2015
26156554,2015
26651080,2016
26706722,2016
27941955,2016
29537446,2018
29984574,2018
30462578,2020
30904396,2020
31257694,2020
32204374,2020
32686322,2020
32698083,2020
33071140,2021
34238943,2021
36933574,2023
39478371,2024
7859717,1995
9133316,1997
9531628,1998
9758771,1998
9801772,1998
9925616,1999
9990725,1998
10543796,1999
10696878,2000
11133435,2001
11392482,2001
11456173,2001
11496001,2001
11816974,2001
12732557,2003
12788718,2003
14509699,2003
14602652,2003
14994172,2004
16238731,2005
16395553,2006
17163029,2006
17186207,2007
17991028,2007
18390676,2008
18439820,2008
19353865,2009
19452213,2009
20110168,2010
21185449,2011
21470297,2011
21514081,2011
21769859,2011
21868805,2011
21956665,2011
22279925,2011
22562996,2012
23665689,2013
23925194,2013
24680388,2014
24681301,2014
24777776,2014
25336720,2015
26143273,2015
26156554,2015
26651080,2016
26706722,2016
27941955,2016
29537446,2018
29984574,2018
30462578,2020
30904396,2020
31257694,2020
32204374,2020
32686322,2020
32698083,2020
33071140,2021
34238943,2021
36933574,2023
39478371,2024
