pmid,year
16902000,2006
19878522,2010
23239372,2013
23376783,2013
23571124,2013
24009116,2013
24158533,2014
24534493,2014
24736730,2014
24744343,2014
24747716,2014
25059859,2014
25171924,2014
25230950,2014
25314655,2014
25320439,2014
25358421,2015
25586584,2015
25645626,2015
25681188,2015
25883290,2015
26336239,2015
26521551,2015
26586895,2015
26705002,2016
26740788,2015
26786020,2016
27019789,2016
27164598,2016
27270463,2016
27318662,2016
27648758,2016
27771954,2016
27932683,2017
27988120,2017
28087491,2017
28179901,2017
28330199,2016
28352585,2015
28626673,2014
28634057,2017
28704498,2017
28804942,2017
28843530,2018
28868579,2017
28899490,2017
28935751,2017
28942836,2017
28974618,2017
29063458,2018
29167801,2017
29359694,2017
29411930,2018
29425935,2018
29463889,2018
29884123,2018
30065139,2018
30090548,2017
30204914,2018
30306462,2019
30352229,2019
30456957,2018
30461378,2019
30500692,2019
30533621,2018
30557638,2019
30600423,2019
30647649,2017
31037069,2019
31058322,2019
31134029,2019
31193861,2019
31244362,2019
31322478,2019
31479251,2019
31497388,2019
31521922,2019
31652362,2020
31672748,2019
31712139,2020
31753935,2019
31771888,2020
31831618,2019
31836057,2020
31858273,2019
31901662,2020
31930841,2019
32123244,2020
32409543,2020
32468180,2020
32566283,2020
32617674,2020
32708144,2020
32714029,2020
32757949,2021
32763599,2020
33110428,2020
33120265,2021
33128189,2020
33137384,2021
33383067,2021
33488726,2020
33810177,2021
33845330,2021
33848783,2021
33858928,2021
33888506,2021
34019408,2021
34043980,2021
34076810,2021
34184169,2022
34253372,2021
34286345,2021
34335517,2021
34371722,2021
34410841,2022
34481398,2022
34559376,2021
34592630,2022
34603266,2021
34646254,2021
34733259,2021
34740695,2022
34778577,2021
34865744,2021
34899642,2021
34946043,2021
34946096,2021
34961208,2021
35157142,2022
35199089,2022
35305633,2022
35456723,2022
35473979,2022
35514846,2019
35612623,2022
35655367,2022
35677864,2022
35740915,2022
35762789,2022
35771159,2022
35807673,2022
35844422,2022
35874711,2022
35890492,2022
35907537,2022
36063213,2022
36065421,2022
36067675,2022
36088515,2022
36158107,2022
36175602,2022
36197364,2022
36264259,2022
