pmid,year
10939647,2000
16280527,2005
19060064,2008
20562245,2011
21770434,2011
22026388,2011
22591508,2012
24968070,2014
25090585,2014
27331864,2016
28649680,2017
30520645,2018
32329169,2020
32456087,2020
32814814,2020
34094802,2021
34714227,2021
35333533,2022
35918477,2022
37317791,2023
38350353,2024
10939647,2000
16280527,2005
19060064,2008
20562245,2011
21770434,2011
22026388,2011
22591508,2012
24968070,2014
25090585,2014
27331864,2016
28649680,2017
30520645,2018
32329169,2020
32456087,2020
32814814,2020
34094802,2021
34714227,2021
35333533,2022
35918477,2022
37317791,2023
38350353,2024
