pmid,year
28792367,2017
32960302,2020
33547987,2021
33581454,2021
33590449,2021
34252147,2021
34417677,2022
34425365,2021
34467445,2022
34537555,2021
35084217,2022
35307009,2022
35745544,2022
35894048,2022
35997597,2022
36014977,2022
36251561,2022
36549054,2023
36601433,2022
36602915,2023
36639016,2023
36657185,2023
36680696,2023
36813755,2023
37178239,2023
37242363,2023
37847888,2024
37990603,2024
38001293,2023
38004689,2023
38296101,2024
38399644,2024
39065191,2024
39167393,2024
39235527,2024
39272542,2024
39458253,2024
39469591,2024
39478480,2024
39521187,2024
1421496,1992
8964244,1996
19413209,2008
28792367,2017
32960302,2020
33547987,2021
33581454,2021
33590449,2021
34252147,2021
34417677,2022
34425365,2021
34467445,2022
34537555,2021
35084217,2022
35307009,2022
35745544,2022
35894048,2022
35997597,2022
36014977,2022
36251561,2022
36549054,2023
36601433,2022
36602915,2023
36639016,2023
36657185,2023
36680696,2023
36813755,2023
37178239,2023
37242363,2023
37847888,2024
37990603,2024
38001293,2023
38004689,2023
38296101,2024
38399644,2024
39065191,2024
39167393,2024
39235527,2024
39272542,2024
39458253,2024
39469591,2024
39478480,2024
39521187,2024
