pmid,year
16585698,2006
17978207,2007
20042465,2010
21227990,2011
21461020,2011
22489111,2012
25616109,2015
26373417,2015
26481128,2016
27665012,2017
27668092,2016
28340388,2017
28870293,2017
31874683,2020
31944073,2020
33090589,2021
33360782,2021
33677635,2021
34283014,2021
34439747,2021
34780905,2022
34827733,2021
35348452,2022
35936945,2022
36385222,2023
36744530,2023
36846390,2023
37396875,2023
38921579,2024
39086456,2024
39575183,2024
16585698,2006
17978207,2007
20042465,2010
21227990,2011
21461020,2011
22489111,2012
25616109,2015
26373417,2015
26481128,2016
27665012,2017
27668092,2016
28340388,2017
28870293,2017
31874683,2020
31944073,2020
33090589,2021
33360782,2021
33677635,2021
34283014,2021
34439747,2021
34780905,2022
34827733,2021
35348452,2022
35936945,2022
36385222,2023
36744530,2023
36846390,2023
37396875,2023
38921579,2024
39086456,2024
39575183,2024
