pmid,year
9714737,1998
9731272,1998
10423745,1999
11359510,2001
11594004,2001
11872725,2002
12054256,2002
12557387,2002
12656192,2003
12904913,2003
12919410,2003
14651855,2003
14651863,2003
14742471,2004
14871203,2004
14871210,2004
15128509,2004
15601691,2005
15879252,2005
16195793,2006
16377903,2005
16707669,2006
16878126,2006
16997960,2006
17122340,2007
17493798,2007
18081853,2008
18557784,2008
18852873,2008
18983915,2009
19207566,2009
19302488,2009
19496821,2009
19502338,2009
19541999,2009
19733061,2010
19807779,2009
19933359,2010
19953301,2010
20305021,2010
21470299,2011
21660544,2011
21714118,2012
21746903,2011
21895911,2011
22064680,2012
22407688,2012
22462472,2012
23337786,2013
23547799,2013
23586955,2014
23645199,2013
23877221,2013
24141127,2014
24388285,2014
24663669,2014
24687750,2014
25088485,2014
25874658,2015
25892120,2015
25966795,2015
26273252,2015
26403705,2015
26443496,2016
26503722,2015
26992747,2016
27087107,2016
27155418,2016
27242746,2016
27244293,2016
27280755,2016
27315756,2016
27344594,2016
27449961,2017
27515484,2016
29052944,2017
29367054,2018
29386098,2018
29656641,2018
29898595,2018
29899233,2018
29974750,2018
30071247,2018
30773505,2019
30951249,2019
30974287,2019
31306577,2019
31326835,2019
32053975,2020
32111588,2020
32553480,2020
33160671,2021
33218911,2021
34489874,2021
34523511,2021
35124086,2022
35429836,2022
35463622,2022
35938787,2022
36677350,2022
36757455,2023
37178293,2023
37590351,2023
37819435,2023
38084272,2023
38614150,2024
9714737,1998
9731272,1998
10423745,1999
11359510,2001
11594004,2001
11872725,2002
12054256,2002
12557387,2002
12656192,2003
12904913,2003
12919410,2003
14651855,2003
14651863,2003
14742471,2004
14871203,2004
14871210,2004
15128509,2004
15601691,2005
15879252,2005
16195793,2006
16377903,2005
16707669,2006
16878126,2006
16997960,2006
17122340,2007
17493798,2007
18081853,2008
18557784,2008
18852873,2008
18983915,2009
19207566,2009
19302488,2009
19496821,2009
19502338,2009
19541999,2009
19733061,2010
19807779,2009
19933359,2010
19953301,2010
20305021,2010
21470299,2011
21660544,2011
21714118,2012
21746903,2011
21895911,2011
22064680,2012
22407688,2012
22462472,2012
23337786,2013
23547799,2013
23586955,2014
23645199,2013
23877221,2013
24141127,2014
24388285,2014
24663669,2014
24687750,2014
25088485,2014
25874658,2015
25892120,2015
25966795,2015
26273252,2015
26403705,2015
26443496,2016
26503722,2015
26992747,2016
27087107,2016
27155418,2016
27242746,2016
27244293,2016
27280755,2016
27315756,2016
27344594,2016
27449961,2017
27515484,2016
29052944,2017
29367054,2018
29386098,2018
29656641,2018
29898595,2018
29899233,2018
29974750,2018
30071247,2018
30773505,2019
30951249,2019
30974287,2019
31306577,2019
31326835,2019
32053975,2020
32111588,2020
32553480,2020
33160671,2021
33218911,2021
34489874,2021
34523511,2021
35124086,2022
35429836,2022
35463622,2022
35938787,2022
36677350,2022
36757455,2023
37178293,2023
37590351,2023
37819435,2023
38084272,2023
38614150,2024
