pmid,year
1452670,1992
2400530,1990
7661460,1995
8076283,1994
9887159,1999
10348773,1999
11032675,2000
11163704,2001
11249019,2000
11427580,2001
11679553,2001
12004298,2002
14535581,2003
14971525,2003
15184562,2004
15872260,2005
15928956,2005
16081998,2005
16466831,2006
18029118,2008
19901279,2009
20526674,2010
20623245,2010
21087911,2010
21449149,2011
21841008,2012
21908285,2011
22112359,2011
22800794,2013
23272350,2012
23482278,2013
26835659,2016
26965885,2016
28373186,2017
28660128,2017
30642590,2019
31156264,2019
31185845,2019
31808160,2020
31933489,2020
32258587,2020
33141116,2020
33478234,2020
34332321,2021
35456870,2022
35638811,2022
36520663,2023
36544338,2023
36608841,2022
36662824,2023
37407445,2023
37702462,2024
38015784,2023
39130920,2024
1452670,1992
2400530,1990
7661460,1995
8076283,1994
9887159,1999
10348773,1999
11032675,2000
11163704,2001
11249019,2000
11427580,2001
11679553,2001
12004298,2002
14535581,2003
14971525,2003
15184562,2004
15872260,2005
15928956,2005
16081998,2005
16466831,2006
18029118,2008
19901279,2009
20526674,2010
20623245,2010
21087911,2010
21449149,2011
21841008,2012
21908285,2011
22112359,2011
22800794,2013
23272350,2012
23482278,2013
26835659,2016
26965885,2016
28373186,2017
28660128,2017
30642590,2019
31156264,2019
31185845,2019
31808160,2020
31933489,2020
32258587,2020
33141116,2020
33478234,2020
34332321,2021
35456870,2022
35638811,2022
36520663,2023
36544338,2023
36608841,2022
36662824,2023
37407445,2023
37702462,2024
37885394,2023
38015784,2023
39130920,2024
