pmid,year
12148639,2002
15368852,2004
15862451,2005
16332341,2005
16417501,2006
17227457,2007
19196780,2009
19567587,2009
20422409,2010
21600980,2011
23183977,2013
23377488,2013
24639241,2014
25721451,2015
26380632,2015
27034287,2016
27498183,2017
28346361,2017
28798728,2017
28808815,2018
29371355,2018
30825937,2019
33669391,2021
37458814,2023
12148639,2002
15368852,2004
15862451,2005
16332341,2005
16417501,2006
17227457,2007
19196780,2009
19567587,2009
20422409,2010
21600980,2011
23183977,2013
23377488,2013
24639241,2014
25721451,2015
26380632,2015
27034287,2016
27498183,2017
28346361,2017
28798728,2017
28808815,2018
29371355,2018
30825937,2019
33669391,2021
37458814,2023
