pmid,year
22247213,2012
25245212,2014
28207789,2017
28884669,2017
29514194,2018
29657124,2018
29724855,2018
31395647,2019
31505447,2020
32122894,2020
32916332,2020
33127119,2021
33347964,2021
33630125,2021
33710435,2021
34827339,2021
34838964,2022
35783443,2022
35944374,2022
36301090,2022
36870026,2023
37531842,2023
38186616,2024
38228222,2024
38272227,2024
38399800,2024
38850942,2024
39145908,2024
39607975,2024
22247213,2012
23105809,2009
25245212,2014
28207789,2017
28884669,2017
29514194,2018
29657124,2018
29724855,2018
31395647,2019
31505447,2020
32122894,2020
32916332,2020
33127119,2021
33347964,2021
33630125,2021
33710435,2021
34827339,2021
34838964,2022
35783443,2022
35944374,2022
36301090,2022
36870026,2023
37531842,2023
38186616,2024
38228222,2024
38272227,2024
38399800,2024
38850942,2024
39145908,2024
39607975,2024
