pmid,year
11837296,2002
12450829,2002
15023961,2004
15582739,2005
16033466,2005
16233780,2005
16288835,2005
16489950,2006
16946611,2006
17174429,2007
17177514,2006
17188771,2007
17293526,2007
17517708,2007
18176534,2007
18489025,2008
18630699,2008
19028404,2009
19204894,2008
19222580,2009
19243908,2009
19413761,2009
19426261,2009
19700215,2009
19703719,2009
19758326,2009
19833402,2009
19895650,2010
19914580,2009
20167386,2010
20416703,2009
20472719,2010
20580986,2010
20722740,2010
21097615,2011
21282025,2011
21300507,2011
21356457,2011
21356460,2011
21356463,2011
21383037,2011
21445893,2011
21569953,2011
21700007,2011
21729073,2011
21839380,2011
21951900,2011
22146687,2011
22200451,2012
22271629,2012
22307833,2012
22342455,2012
22350936,2012
22475947,2012
22608236,2012
22635989,2012
22885743,2012
23011950,2013
23023756,2012
23046923,2013
23053097,2013
23078355,2013
23221534,2012
23323221,2012
23347637,2013
23464916,2013
23565762,2013
23568210,2013
23576016,2013
23747630,2013
23957391,2013
24010616,2013
24031571,2010
24230472,2014
24361837,2014
24492829,2014
24751063,2012
24794619,2014
24817864,2014
24827499,2014
24936378,2014
24992519,2014
25039289,2014
25080006,2014
25451001,2014
25475311,2015
25574459,2014
25583343,2015
25678547,2015
25691882,2015
25856101,2014
25882072,2015
25904036,2015
25924957,2015
25963776,2015
26060561,2015
26104520,2015
26142846,2015
26338118,2015
26494804,2016
26594208,2015
26601690,2015
26678137,2016
27012236,2016
27084703,2016
27088869,2016
27197991,2016
27272700,2016
27311801,2016
27321351,2016
27374130,2016
27375243,2016
27550198,2016
27663381,2016
27992769,2017
27999400,2016
28058448,2017
28067304,2017
28125161,2017
28189140,2017
28276067,2017
28330225,2016
28489022,2017
28527125,2018
28573604,2018
28576365,2017
28578265,2017
28619799,2017
28784523,2017
28821024,2017
28959301,2015
28983008,2017
29032650,2017
29081085,2018
29184254,2017
29195991,2017
29201203,2017
29316448,2018
29393319,2018
29475435,2018
29502392,2018
29559966,2018
29628253,2018
29654473,2019
29660455,2018
29725210,2017
29772465,2018
29786847,2018
29867806,2018
30042003,2018
30096901,2018
30172442,2019
30177230,2019
30194998,2018
30197633,2018
30258590,2018
30263303,2016
30263311,2016
30310406,2018
30349680,2018
30360392,2018
30405588,2018
30408458,2019
30430360,2019
30474707,2019
30485765,2018
30510705,2018
30533633,2018
30609036,2019
30619127,2018
30662432,2018
30786935,2019
30827567,2019
30838447,2019
30887606,2019
30954033,2019
31050261,2019
31093443,2019
31100643,2019
31159278,2019
31216608,2019
31226979,2019
31294149,2017
31338566,2019
31396170,2019
31421792,2019
31434237,2019
31466654,2019
31528033,2019
31537147,2019
31602728,2020
31687553,2019
31694205,2019
31703858,2020
31749787,2019
31781070,2019
31834648,2020
31862715,2020
31910700,2020
31976556,2020
31986244,2020
32017095,2020
32100692,2020
32180979,2020
32228749,2020
32246087,2020
32257919,2019
32296568,2020
32314089,2020
32373729,2020
32379992,2020
32388703,2021
32447432,2020
32508785,2020
32512101,2020
32523797,2020
32524178,2020
32539978,2020
32713254,2021
32719789,2020
32775134,2020
32806122,2020
32816971,2020
32825246,2020
32872680,2020
32878603,2020
32899506,2020
32927810,2020
32969200,2020
33000248,2020
33003556,2020
33013748,2020
33085038,2021
33266168,2020
33279004,2021
33404172,2021
33418399,2021
33489684,2021
33525419,2021
33612219,2021
33666350,2021
33672491,2021
33736289,2020
33832911,2020
33838222,2021
33898502,2021
33924761,2021
33975974,2021
33987818,2022
33992395,2021
34019121,2021
34070813,2021
34092710,2021
34163450,2021
34164781,2021
34189594,2021
34234766,2021
34240754,2021
34342279,2021
34402055,2022
34455330,2022
34526973,2021
34574114,2021
34600098,2022
34603976,2021
34663045,2012
34732640,2021
34776827,2021
34881980,2021
34946039,2021
34946052,2021
34946084,2021
34952097,2022
35010147,2021
35051234,2022
35081681,2019
35082079,2022
35126329,2021
35175890,2022
35181108,2022
35206710,2022
35208769,2022
35287855,2022
35293480,2022
35354766,2022
35397016,2022
35536505,2022
35568093,2022
35594939,2022
35633128,2022
35635993,2022
35663880,2022
35865276,2022
35947292,2023
35954024,2022
36076885,2022
36119359,2021
36140946,2022
36143987,2022
36175491,2022
36189367,2022
36267909,2022
36274712,2022
36328735,2023
36360089,2022
36386685,2022
36414746,2022
36461307,2022
36519845,2023
36520357,2024
36556500,2022
36563533,2023
36600415,2022
36613237,2022
36716627,2023
36722167,2023
36733919,2023
36766145,2023
36832935,2023
36876855,2023
36900515,2023
36909846,2022
36911327,2023
37048370,2023
37089563,2023
37110385,2023
37154417,2023
37172659,2023
37269640,2023
37317327,2023
37391847,2023
37399863,2023
37446188,2023
37454506,2023
37479437,2023
37482799,2023
37484002,2023
37689876,2023
37751008,2024
37858306,2023
37903874,2023
37987480,2023
38032191,2023
38036594,2023
38107150,2023
38144786,2023
38144833,2023
38165444,2024
38188564,2023
38201097,2023
38225131,2024
38248481,2024
38253975,2024
38448100,2024
38473129,2024
38505268,2024
38535258,2024
38544858,2024
38563257,2024
38566382,2024
38611436,2024
38798294,2024
38808277,2024
38848899,2024
38879336,2024
38917489,2024
38958438,2024
39033825,2024
39061912,2024
39071702,2024
39173287,2024
39199931,2024
39204534,2024
39270612,2025
39280944,2024
39410149,2024
39442848,2024
39456300,2024
39458351,2024
39483004,2024
39554831,2024
39576101,2024
39593391,2024
11837296,2002
12450829,2002
15023961,2004
15582739,2005
16033466,2005
16233780,2005
16288835,2005
16489950,2006
16946611,2006
17174429,2007
17177514,2006
17188771,2007
17293526,2007
17517708,2007
18176534,2007
18489025,2008
18630699,2008
19028404,2009
19204894,2008
19222580,2009
19243908,2009
19413761,2009
19426261,2009
19700215,2009
19703719,2009
19758326,2009
19833402,2009
19895650,2010
19914580,2009
20167386,2010
20416703,2009
20472719,2010
20580986,2010
20722740,2010
21097615,2011
21282025,2011
21300507,2011
21356457,2011
21356460,2011
