pmid,year
15879269,2005
16156122,2005
16822636,2007
17403673,2007
18456651,2008
18671931,2008
19327918,2009
19433552,2009
19465645,2009
19579148,2009
19819990,2010
19929372,2010
20007696,2010
20512647,2011
20516326,2010
20571954,2010
21169462,2011
21461847,2011
21545730,2011
21745367,2011
21997946,2011
22169781,2011
22290979,2012
22806748,2012
22815570,2010
22824670,2012
23540130,2013
23543626,2013
23559661,2013
23642863,2013
23679162,2013
23726463,2014
23742822,2013
23846266,2013
23883720,2014
23932229,2014
23958153,2013
24055393,2014
24098592,2013
24287342,2014
24339643,2013
24376683,2013
24449561,2014
24455635,2013
24680187,2014
24796989,2014
24803570,2014
24812216,2014
25130129,2014
25176477,2014
25540348,2014
25614628,2015
25671096,2014
25722622,2015
25742887,2015
25858248,2015
26077980,2015
26112786,2015
26288498,2015
26383012,2016
26433346,2015
26666619,2015
26690562,2016
26763750,2016
26786050,2016
26793448,2015
26823918,2015
26966183,2016
26966213,2016
27129967,2016
27185741,2016
27349783,2016
27458232,2016
27587896,2016
27766817,2016
27789634,2016
27847376,2017
27913093,2017
28077242,2017
28265817,2017
28273965,2017
28291668,2018
28455785,2017
28668676,2018
28705672,2017
28725439,2017
28776164,2018
28856455,2018
28902008,2017
28931801,2017
29018014,2017
29181599,2017
29196602,2018
29506640,2018
30097388,2019
30181936,2018
30274894,2020
30545016,2018
30561316,2019
30574569,2018
30582002,2018
30651388,2019
30790188,2019
30848865,2019
30869495,2019
31120389,2019
31199227,2019
31358319,2019
31466280,2019
31514353,2019
31600234,2019
31758899,2019
31763048,2019
31780617,2019
31963877,2020
32114605,2020
32351636,2020
32364820,2020
32580952,2020
32601645,2020
32655787,2020
33258923,2021
33305800,2021
33397245,2021
33572268,2021
33574492,2021
33597415,2019
33651401,2021
33656389,2021
33769582,2022
33835912,2021
33878247,2021
34048660,2022
34113537,2021
34223092,2021
34311517,2021
34600111,2022
34799546,2021
34896547,2022
35010455,2021
35058914,2021
35102930,2022
35279147,2022
35397563,2022
35510517,2022
35630340,2022
35979482,2022
36225778,2022
36455467,2023
36721634,2023
36827594,2023
36877865,2023
37055590,2023
37064967,2023
37090142,2023
37260236,2023
37331167,2023
37342731,2023
37519120,2023
37551224,2023
37638067,2023
37815354,2023
38100733,2024
38105675,2023
38302869,2024
38347591,2024
38407814,2024
38657932,2024
38681956,2024
38906222,2024
38906827,2024
39004340,2024
39005978,2024
39006271,2024
39074884,2024
39144213,2024
39335052,2024
39454758,2024
39573829,2024
15879269,2005
16156122,2005
16822636,2007
17403673,2007
18456651,2008
18671931,2008
19327918,2009
19433552,2009
19465645,2009
19579148,2009
19819990,2010
19929372,2010
20007696,2010
20512647,2011
20516326,2010
20571954,2010
21169462,2011
21461847,2011
21545730,2011
21745367,2011
21997946,2011
22169781,2011
22290979,2012
22806748,2012
22815570,2010
22824670,2012
23540130,2013
23543626,2013
23559661,2013
23642863,2013
23679162,2013
23726463,2014
23742822,2013
23846266,2013
23883720,2014
23932229,2014
23958153,2013
24055393,2014
24098592,2013
24287342,2014
24339643,2013
24376683,2013
24449561,2014
24455635,2013
24680187,2014
24796989,2014
24803570,2014
24812216,2014
25130129,2014
25176477,2014
25540348,2014
25614628,2015
25671096,2014
25722622,2015
25742887,2015
25858248,2015
26077980,2015
26112786,2015
26288498,2015
26383012,2016
26433346,2015
26666619,2015
26690562,2016
26763750,2016
26786050,2016
26793448,2015
26823918,2015
26966183,2016
26966213,2016
27129967,2016
27185741,2016
27349783,2016
27458232,2016
27587896,2016
27766817,2016
27789634,2016
27847376,2017
27913093,2017
28077242,2017
28265817,2017
28273965,2017
28291668,2018
28455785,2017
28668676,2018
28705672,2017
28725439,2017
28776164,2018
28856455,2018
28902008,2017
28931801,2017
29018014,2017
29181599,2017
29196602,2018
29506640,2018
30097388,2019
30181936,2018
30274894,2020
30545016,2018
30561316,2019
30574569,2018
30582002,2018
30651388,2019
30790188,2019
30848865,2019
30869495,2019
31120389,2019
31199227,2019
31358319,2019
31466280,2019
31514353,2019
31600234,2019
31758899,2019
31763048,2019
31780617,2019
31963877,2020
32114605,2020
32351636,2020
32364820,2020
32580952,2020
32601645,2020
32655787,2020
33258923,2021
33305800,2021
33397245,2021
33572268,2021
33574492,2021
33597415,2019
33651401,2021
33656389,2021
33769582,2022
33835912,2021
33878247,2021
34048660,2022
34113537,2021
34223092,2021
34311517,2021
34600111,2022
34799546,2021
34896547,2022
35010455,2021
35058914,2021
35102930,2022
35279147,2022
35397563,2022
35510517,2022
35630340,2022
35979482,2022
36225778,2022
36455467,2023
36721634,2023
36827594,2023
36877865,2023
37055590,2023
37064967,2023
37090142,2023
37260236,2023
37331167,2023
37342731,2023
37519120,2023
37551224,2023
37638067,2023
37815354,2023
38100733,2024
38105675,2023
38302869,2024
38347591,2024
38407814,2024
38657932,2024
38681956,2024
38906222,2024
38906827,2024
39004340,2024
39005978,2024
39006271,2024
39074884,2024
39144213,2024
39335052,2024
39454758,2024
39573829,2024
