pmid,year
17302162,2006
18272412,2008
18757576,2008
19712374,2004
21794022,2011
23247006,2013
25698567,2015
28673848,2017
28751127,2017
29298003,2016
29566601,2018
31108813,2019
31482690,2019
31743706,2020
33222877,2020
33263016,2020
34045537,2021
34268384,2021
34297170,2021
34408443,2021
34858864,2021
34899723,2021
36291549,2022
36687583,2022
37140107,2023
37831331,2023
38370893,2023
38889605,2024
38992465,2024
15735165,2005
17302162,2006
18272412,2008
18757576,2008
19712374,2004
21794022,2011
23247006,2013
25698567,2015
28673848,2017
28751127,2017
29298003,2016
29566601,2018
31108813,2019
31482690,2019
31743706,2020
33222877,2020
33263016,2020
34045537,2021
34268384,2021
34297170,2021
34408443,2021
34858864,2021
34899723,2021
36291549,2022
36687583,2022
37140107,2023
37831331,2023
38370893,2023
38889605,2024
38992465,2024
