pmid,year
17392184,2007
19351048,2009
19368250,2009
20038698,2010
20643888,2010
20884693,2011
20966277,2010
21345625,2011
21832104,2011
22078276,2012
22194356,2012
22377321,2012
22738054,2012
22798357,2012
23025980,2013
23328945,2013
23778616,2013
24171569,2014
24510449,2014
24526647,2014
24629771,2014
24745347,2014
24807183,2014
25061709,2014
25246231,2014
25302992,2014
25480520,2014
25698822,2015
26139677,2015
26220443,2015
26477829,2015
26868239,2016
27224212,2016
27445392,2016
27556252,2016
27690193,2017
27784951,2016
28099077,2017
28192042,2017
28619167,2017
29377356,2018
29601780,2018
29844111,2018
29848968,2018
30017000,2018
30161017,2019
30580542,2018
30648623,2019
30746527,2019
32646323,2021
32747101,2020
32894728,2020
34076489,2021
34198883,2021
34934457,2021
34943750,2021
35139720,2022
35241167,2022
35497709,2022
35664854,2022
36658613,2023
37586034,2023
37856492,2023
38162823,2023
38718954,2024
17392184,2007
19351048,2009
19368250,2009
20038698,2010
20643888,2010
20884693,2011
20966277,2010
21345625,2011
21832104,2011
22078276,2012
22194356,2012
22377321,2012
22738054,2012
22798357,2012
23025980,2013
23328945,2013
23778616,2013
24171569,2014
24510449,2014
24526647,2014
24629771,2014
24745347,2014
24807183,2014
25061709,2014
25246231,2014
25302992,2014
25480520,2014
25698822,2015
26139677,2015
26220443,2015
26477829,2015
26868239,2016
27224212,2016
27445392,2016
27556252,2016
27690193,2017
27784951,2016
28099077,2017
28112054,2017
28192042,2017
28619167,2017
29377356,2018
29601780,2018
29844111,2018
29848968,2018
30017000,2018
30161017,2019
30518323,2018
30580542,2018
30648623,2019
30746527,2019
32646323,2021
32747101,2020
32894728,2020
34076489,2021
34198883,2021
34934457,2021
34943750,2021
35139720,2022
35241167,2022
35497709,2022
35664854,2022
36658613,2023
37586034,2023
37856492,2023
38162823,2023
38718954,2024
