pmid,year
1621476,1992
1964718,1990
2462009,1988
2669429,1989
7077292,1982
7381921,1980
7547287,1995
10758880,2000
11518337,2001
11931177,2002
12185681,2002
15761909,2005
15773492,2005
16841887,2006
16865911,2006
16943094,2007
17220443,2007
17655191,2007
18457174,2006
20401686,2010
20831530,2010
21475726,2011
22088503,2012
22112959,2011
23609906,2013
23991377,2013
25676609,2015
26358553,2015
29393564,2018
30182141,2018
36009797,2022
37515797,2023
39220420,2024
1621476,1992
1964718,1990
2462009,1988
2669429,1989
7077292,1982
7381921,1980
7547287,1995
10758880,2000
11518337,2001
11931177,2002
12185681,2002
15761909,2005
15773492,2005
16841887,2006
16865911,2006
16943094,2007
17220443,2007
17655191,2007
18457174,2006
20401686,2010
20831530,2010
21475726,2011
22088503,2012
22112959,2011
23609906,2013
23991377,2013
25676609,2015
26358553,2015
29393564,2018
30182141,2018
36009797,2022
37515797,2023
39220420,2024
