pmid,year
17625186,2007
22529692,2012
23976882,2013
24259713,2013
27693306,2016
27890857,2017
29045349,2018
30442907,2019
31530640,2019
32385941,2020
32387599,2020
33079966,2020
33137435,2021
33758825,2022
34114015,2021
35258762,2022
35596750,2023
35881531,2022
36389176,2022
36547878,2022
37253778,2023
37378328,2023
37665209,2023
37970720,2024
38096941,2024
38411071,2024
38604355,2024
38645272,2024
39256599,2024
39333245,2024
39463013,2024
17625186,2007
22529692,2012
23976882,2013
24259713,2013
27693306,2016
27890857,2017
29045349,2018
30442907,2019
31530640,2019
32385941,2020
32387599,2020
33079966,2020
33137435,2021
33319645,2020
33758825,2022
34114015,2021
35258762,2022
35596750,2023
35881531,2022
36389176,2022
36547878,2022
37253778,2023
37378328,2023
37665209,2023
37970720,2024
38096941,2024
38411071,2024
38604355,2024
38645272,2024
39256599,2024
39333245,2024
39463013,2024
