pmid,year
7981107,1994
9371472,1997
11823254,2002
18984694,2008
23275504,2013
25523312,2014
26850300,2016
26921422,2016
27106591,2016
27623994,2017
29150512,2018
29462309,2018
30186365,2018
30850546,2019
31219674,2019
31257058,2019
32082286,2020
32140177,2020
32959527,2020
33042077,2020
33660937,2021
34255221,2022
34647163,2021
34919167,2021
35545791,2022
35779632,2022
35859174,2022
36260660,2022
36811855,2023
37074156,2023
37250036,2023
37476481,2023
37726752,2023
37901835,2023
37938748,2023
38256150,2024
38385688,2024
39271416,2024
39486654,2024
39551789,2024
7981107,1994
9371472,1997
11823254,2002
18984694,2008
23275504,2013
25523312,2014
26850300,2016
26921422,2016
27106591,2016
27623994,2017
29150512,2018
29462309,2018
30186365,2018
30850546,2019
31219674,2019
31257058,2019
32082286,2020
32140177,2020
32959527,2020
33042077,2020
33660937,2021
34255221,2022
34647163,2021
34919167,2021
35545791,2022
35779632,2022
35859174,2022
36260660,2022
36811855,2023
37074156,2023
37250036,2023
37476481,2023
37726752,2023
37901835,2023
37938748,2023
38256150,2024
38385688,2024
39271416,2024
39486654,2024
39551789,2024
