pmid,year
11931144,2002
12039729,2002
17978216,2007
18062272,2007
18388968,2008
19074668,2009
23079959,2013
23718251,2013
23758410,2013
24630613,2014
25097020,2014
25403737,2015
25449545,2014
26067963,2015
27268113,2017
27617005,2016
27856595,2016
28531656,2017
28796437,2018
29204138,2017
29338575,2018
29454247,2018
29704539,2018
30566068,2019
31104258,2019
31259432,2019
32309695,2020
32974501,2019
34273631,2021
34803984,2021
35205161,2022
35388746,2023
35756011,2022
35822894,2022
35862989,2022
35990847,2022
36009798,2022
36327116,2022
36421300,2022
36759518,2023
37244303,2023
37699259,2024
37955621,2023
38133402,2023
38232027,2023
38634536,2024
39478459,2024
11931144,2002
12039729,2002
17978216,2007
18062272,2007
18388968,2008
19074668,2009
23079959,2013
23718251,2013
23758410,2013
24630613,2014
25097020,2014
25403737,2015
25449545,2014
26067963,2015
27268113,2017
27617005,2016
27856595,2016
28531656,2017
28796437,2018
29204138,2017
29338575,2018
29454247,2018
29704539,2018
30566068,2019
31104258,2019
31259432,2019
32309695,2020
32974501,2019
34273631,2021
34803984,2021
35205161,2022
35388746,2023
35756011,2022
35822894,2022
35862989,2022
35990847,2022
36009798,2022
36327116,2022
36421300,2022
36759518,2023
37244303,2023
37699259,2024
37955621,2023
38133402,2023
38232027,2023
38634536,2024
39478459,2024
