pmid,year
1354195,1992
1712013,1991
2275854,1990
7680309,1993
8661535,1996
9705978,1998
10446720,1999
10645629,1999
11682548,2001
12588559,2003
15067488,1996
15812862,2005
15883876,2005
16233195,2002
21131505,2011
29433026,2018
29616893,2018
31623889,2019
31657947,2019
31763200,2019
34297136,2022
35360114,2022
38180316,2024
39524671,2024
1354195,1992
1712013,1991
2275854,1990
7680309,1993
8661535,1996
9705978,1998
10446720,1999
10645629,1999
11682548,2001
12588559,2003
15067488,1996
15812862,2005
15883876,2005
16233195,2002
21131505,2011
29433026,2018
29616893,2018
31623889,2019
31657947,2019
31763200,2019
34297136,2022
35360114,2022
38180316,2024
39524671,2024
