pmid,year
44599,1979
1577668,1992
1597409,1992
2155895,1990
3598593,1987
3639820,1986
4624614,1972
6756407,1982
6833138,1983
7646499,1995
8201312,1994
8521864,1995
8955309,1996
9190803,1997
9260959,1997
9299515,1997
9453167,1998
9712736,1998
10103039,1999
10542184,1999
10679194,2000
10858310,2000
10973220,2000
11478805,2001
11570897,2001
11716492,2001
15470123,2004
16187095,2006
16609856,2006
18291322,2008
19609288,2009
21261886,2009
21401713,2011
24140291,2013
26433383,2016
26437689,2015
27170067,2016
29170959,2018
29459765,2018
29884344,2018
31548381,2019
34089701,2021
34198933,2021
37579200,2023
37725538,2021
38495511,2024
44599,1979
1577668,1992
1597409,1992
2155895,1990
3598593,1987
3639820,1986
4624614,1972
6756407,1982
6833138,1983
7646499,1995
8201312,1994
8521864,1995
8955309,1996
9190803,1997
9260959,1997
9299515,1997
9453167,1998
9712736,1998
10103039,1999
10542184,1999
10679194,2000
10858310,2000
10973220,2000
11478805,2001
11570897,2001
11716492,2001
15470123,2004
16187095,2006
16609856,2006
18291322,2008
19609288,2009
21261886,2009
21401713,2011
24140291,2013
26433383,2016
26437689,2015
27170067,2016
29170959,2018
29459765,2018
29884344,2018
31548381,2019
34089701,2021
34198933,2021
37579200,2023
37725538,2021
38495511,2024
