pmid,year
1368472,1990
7171289,1982
7958780,1994
8757942,1996
9141483,1997
9226927,1997
9542088,1998
9734018,1998
10089329,1999
10217752,1999
10319490,1999
10395975,1999
10930735,2000
11995829,2001
12694918,2003
12698789,2003
12798492,2003
14698213,2003
15128543,2004
15311941,2004
15752704,2005
15772073,2005
15830809,2005
15964650,2005
16233485,2003
16377910,2005
16902008,2006
17484382,2007
18323648,2008
18765904,2008
19625430,2009
19628618,2009
19643897,2009
19651712,2010
19846434,2010
20305273,2010
20538584,2010
24846051,2014
25005094,2014
25573942,2015
26530636,2016
26802009,2016
26832142,2016
27864019,2017
31028438,2019
33092158,2020
33441120,2021
33466508,2021
36180991,2022
37197975,2024
37642843,2023
38004731,2023
1368472,1990
7171289,1982
7958780,1994
8757942,1996
9141483,1997
9226927,1997
9542088,1998
9734018,1998
9904028,1990
10089329,1999
10217752,1999
10319490,1999
10395975,1999
10930735,2000
11995829,2001
12694918,2003
12698789,2003
12798492,2003
14698213,2003
15128543,2004
15311941,2004
15752704,2005
15772073,2005
15830809,2005
15964650,2005
16233485,2003
16377910,2005
16902008,2006
17484382,2007
17677410,2007
18323648,2008
18765904,2008
19625430,2009
19628618,2009
19643897,2009
19651712,2010
19846434,2010
20305273,2010
20538584,2010
22155956,2012
24846051,2014
25005094,2014
25573942,2015
26530636,2016
26802009,2016
26832142,2016
27864019,2017
28930179,2017
30182936,2018
31028438,2019
33092158,2020
33441120,2021
33466508,2021
35023883,2022
36180991,2022
37197975,2024
37642843,2023
38004731,2023
