pmid,year
1939588,1991
3436856,1987
3517057,1986
6874899,1983
8027345,1994
10449462,1999
12681927,2003
15183741,2004
18512865,2008
22230711,2012
22282517,2012
29084590,2017
29305513,2018
30483004,2018
30657893,2018
32092205,2020
36575132,2023
37158737,2023
37176934,2023
39248569,2024
1939588,1991
3436856,1987
3517057,1986
6874899,1983
8027345,1994
10449462,1999
12681927,2003
15183741,2004
18512865,2008
22230711,2012
22282517,2012
29084590,2017
29305513,2018
30483004,2018
30657893,2018
32092205,2020
36575132,2023
37158737,2023
37176934,2023
39248569,2024
