pmid,year
19661501,2010
21996405,2012
22508298,2012
23009350,2013
24288029,2014
25421466,2015
25505188,2015
26439605,2015
26966220,2016
27052863,2016
27312551,2016
27902257,2017
29106934,2017
29458492,2018
29624159,2018
29855042,2019
31743332,2019
32155381,2020
32522076,2021
33122407,2020
34798825,2021
35163889,2022
35874711,2022
36014437,2022
36699260,2023
36710975,2022
36748565,2022
37625571,2023
37630579,2023
38190002,2024
38663213,2024
39336804,2024
19661501,2010
21996405,2012
22508298,2012
23009350,2013
24288029,2014
25421466,2015
25505188,2015
26439605,2015
26966220,2016
27052863,2016
27312551,2016
27902257,2017
29106934,2017
29458492,2018
29624159,2018
29855042,2019
31743332,2019
32155381,2020
32522076,2021
33122407,2020
34798825,2021
35163889,2022
35874711,2022
36014437,2022
36699260,2023
36710975,2022
36748565,2022
37625571,2023
37630579,2023
38190002,2024
38663213,2024
39299538,2024
39336804,2024
